"eventid","venueid","catid","dateid","eventname","starttime"
7834,82,9,2014,"Billy Joel","2008-07-07T19:30:00.000Z"
5138,44,9,2015,"Judas Priest","2008-07-08T19:00:00.000Z"
7134,65,9,2015,"Snoop Dogg","2008-07-08T14:00:00.000Z"
8208,99,9,2016,"Gipsy Kings","2008-07-09T19:30:00.000Z"
1982,221,7,2017,"King Lear","2008-07-10T14:30:00.000Z"
2549,221,7,2017,"Miss Julie","2008-07-10T14:00:00.000Z"
3585,248,7,2017,"Wicked","2008-07-10T19:00:00.000Z"
4900,71,9,2017,"Iron and Wine","2008-07-10T19:30:00.000Z"
6543,129,9,2017,"Simple Plan","2008-07-10T15:00:00.000Z"
8206,47,9,2017,"Projekt Revolution","2008-07-10T15:00:00.000Z"
259,302,8,2018,"Cavalleria Rusticana and Pagliacci","2008-07-11T20:00:00.000Z"
2678,224,7,2018,"Rosencrantz and Guildenstern Are Dead","2008-07-11T15:00:00.000Z"
5683,122,9,2018,"Michael Bolton","2008-07-11T14:00:00.000Z"
6263,89,9,2018,"Ben E. King","2008-07-11T19:30:00.000Z"
580,213,6,2019,"State Fair","2008-07-12T14:00:00.000Z"
2695,219,7,2019,"Iphigenia","2008-07-12T20:00:00.000Z"
5962,35,9,2019,"Eric Clapton","2008-07-12T15:00:00.000Z"
7011,120,9,2019,"Vans Warped Tour","2008-07-12T19:30:00.000Z"
7252,37,9,2019,"Matchbox Twenty","2008-07-12T19:00:00.000Z"
2371,234,7,2020,"Waiting for Godot","2008-07-13T14:00:00.000Z"
2447,232,7,2020,"Romeo and Juliet","2008-07-13T14:30:00.000Z"
5781,111,9,2020,"Gretchen Wilson","2008-07-13T15:00:00.000Z"
6819,54,9,2020,"Little Big Town","2008-07-13T14:00:00.000Z"
6876,118,9,2020,"Robert Plant and Alison Krauss","2008-07-13T19:30:00.000Z"
7404,59,9,2020,"Stray Cats","2008-07-13T15:00:00.000Z"
7904,107,9,2020,"Avril Lavigne","2008-07-13T14:00:00.000Z"
4498,51,9,2021,"Echo & the Bunnymen","2008-07-14T15:00:00.000Z"
7814,66,9,2021,"Juan Luis Guerra","2008-07-14T19:30:00.000Z"
457,306,8,2022,"Madama Butterfly","2008-07-15T19:00:00.000Z"
1316,216,6,2022,"Mary Poppins","2008-07-15T14:00:00.000Z"
8376,54,9,2022,"3 Doors Down","2008-07-15T14:00:00.000Z"
438,303,8,2023,"La Gioconda","2008-07-16T15:00:00.000Z"
5075,33,9,2023,"Southside Johnny & the Asbury Jukes","2008-07-16T19:00:00.000Z"
7185,70,9,2023,"Bette Midler","2008-07-16T19:30:00.000Z"
7936,71,9,2023,"Gogol Bordello","2008-07-16T14:00:00.000Z"
1508,253,6,2024,"Blue Man Group","2008-07-17T15:00:00.000Z"
1573,259,6,2024,"Zumanity","2008-07-17T14:30:00.000Z"
2028,230,7,2024,"Woyzeck","2008-07-17T20:00:00.000Z"
3269,221,7,2024,"A Man For All Seasons","2008-07-17T15:00:00.000Z"
3425,209,7,2024,"King Lear","2008-07-17T14:30:00.000Z"
4079,75,9,2024,"Bullet for My Valentine","2008-07-17T20:00:00.000Z"
4858,81,9,2024,"Ray Davies","2008-07-17T14:00:00.000Z"
5741,30,9,2024,"U2","2008-07-17T19:30:00.000Z"
6177,18,9,2024,"Hermans Hermits","2008-07-17T15:00:00.000Z"
1680,255,6,2025,"Mamma Mia!","2008-07-18T20:00:00.000Z"
2011,202,7,2025,"Othello","2008-07-18T15:00:00.000Z"
3758,219,7,2025,"Uncle Vanya","2008-07-18T19:30:00.000Z"
6106,57,9,2025,"Frankie Valli","2008-07-18T19:00:00.000Z"
71,308,8,2026,"Boris Godunov","2008-07-19T15:00:00.000Z"
738,205,6,2026,"Fiddler on the Roof","2008-07-19T19:00:00.000Z"
2137,245,7,2026,"Avenue Q","2008-07-19T19:00:00.000Z"
492,300,8,2027,"Tristan und Isolde","2008-07-20T19:00:00.000Z"
1689,260,6,2027,"Beatles LOVE","2008-07-20T14:30:00.000Z"
4059,82,9,2027,"Killers","2008-07-20T14:00:00.000Z"
7502,74,9,2027,"Old 97s","2008-07-20T19:00:00.000Z"
8756,33,9,2027,"Black Kids","2008-07-20T15:00:00.000Z"
1450,240,6,2028,"Spamalot","2008-07-21T19:00:00.000Z"
6511,6,9,2028,"Extreme","2008-07-21T14:00:00.000Z"
837,205,6,2029,"Chicago","2008-07-22T15:00:00.000Z"
904,224,6,2029,"Jersey Boys","2008-07-22T15:00:00.000Z"
2250,209,7,2029,"Rock 'n' Roll","2008-07-22T19:00:00.000Z"
7138,111,9,2029,"Children of Bodom","2008-07-22T19:00:00.000Z"
7832,16,9,2029,"Kanye West","2008-07-22T14:00:00.000Z"
6186,83,9,2030,"David Sanborn","2008-07-23T15:00:00.000Z"
8642,33,9,2030,"KT Tunstall","2008-07-23T14:00:00.000Z"
8749,35,9,2030,"Duffy","2008-07-23T15:00:00.000Z"
4883,34,9,2031,"Backstreet Boys","2008-07-24T19:00:00.000Z"
5826,64,9,2031,"Steve Winwood","2008-07-24T15:00:00.000Z"
149,304,8,2032,"Doctor Atomic","2008-07-25T20:00:00.000Z"
2434,208,7,2032,"Thurgood","2008-07-25T14:00:00.000Z"
4066,40,9,2032,"Decemberists","2008-07-25T14:00:00.000Z"
4613,30,9,2032,"Jim Brickman","2008-07-25T14:00:00.000Z"
643,218,6,2033,"Fiddler on the Roof","2008-07-26T19:30:00.000Z"
3270,203,7,2033,"The Seagull","2008-07-26T14:30:00.000Z"
5521,113,9,2033,"George Jones","2008-07-26T15:00:00.000Z"
6198,67,9,2033,"Fab Faux","2008-07-26T19:00:00.000Z"
6345,58,9,2033,"U2","2008-07-26T19:00:00.000Z"
6611,52,9,2033,"At The Gates","2008-07-26T19:00:00.000Z"
6832,13,9,2033,"Jerry Jeff Walker","2008-07-26T14:00:00.000Z"
8512,96,9,2033,"LeAnn Rimes","2008-07-26T15:00:00.000Z"
1205,249,6,2034,"West Side Story","2008-07-27T19:00:00.000Z"
7357,98,9,2034,"Echo & the Bunnymen","2008-07-27T19:30:00.000Z"
8133,102,9,2034,"Ben E. King","2008-07-27T15:00:00.000Z"
5881,99,9,2035,"Motley Crue","2008-07-28T19:30:00.000Z"
5911,45,9,2035,"Eric Clapton","2008-07-28T15:00:00.000Z"
8194,15,9,2035,"Wolf Parade","2008-07-28T14:00:00.000Z"
1620,263,6,2036,"Legally Blonde","2008-07-29T14:00:00.000Z"
6689,107,9,2036,"Rick Springfield","2008-07-29T14:00:00.000Z"
1271,220,6,2037,"Curtains","2008-07-30T15:00:00.000Z"
4495,7,9,2037,"Toad The Wet Sprocket","2008-07-30T19:30:00.000Z"
5562,110,9,2037,"Robert Cray Band","2008-07-30T19:00:00.000Z"
6565,127,9,2037,"Johnny Mathis","2008-07-30T19:00:00.000Z"
459,304,8,2038,"La Rondine","2008-07-31T14:00:00.000Z"
997,223,6,2038,"Legally Blonde","2008-07-31T14:30:00.000Z"
1414,205,6,2038,"Dirty Dancing","2008-07-31T14:30:00.000Z"
1492,221,6,2038,"Dirty Dancing","2008-07-31T14:30:00.000Z"
3664,208,7,2038,"A Streetcar Named Desire","2008-07-31T14:30:00.000Z"
7409,7,9,2038,"Cold War Kids","2008-07-31T14:00:00.000Z"
8132,33,9,2038,"Nick Cave","2008-07-31T15:00:00.000Z"
8319,33,9,2038,"Smokey Robinson","2008-07-31T19:00:00.000Z"
779,224,6,2039,"Hairspray","2008-08-01T14:00:00.000Z"
2571,220,7,2039,"Endgame","2008-08-01T20:00:00.000Z"
4529,87,9,2039,"Wilco","2008-08-01T14:30:00.000Z"
5440,30,9,2039,"Johnny Mathis","2008-08-01T14:00:00.000Z"
8617,77,9,2039,"Enrique Iglesias","2008-08-01T19:00:00.000Z"
3076,208,7,2040,"Oedipus the King","2008-08-02T19:00:00.000Z"
3119,204,7,2040,"Macbeth","2008-08-02T15:00:00.000Z"
4321,42,9,2040,"Temptations","2008-08-02T19:30:00.000Z"
4914,71,9,2040,"Country Jam USA","2008-08-02T19:30:00.000Z"
8140,91,9,2040,"Built To Spill","2008-08-02T19:00:00.000Z"
8351,80,9,2040,"Hot Chip","2008-08-02T15:00:00.000Z"
8584,23,9,2040,"Kansas","2008-08-02T14:00:00.000Z"
1946,208,7,2041,"Avenue Q","2008-08-03T19:30:00.000Z"
2404,225,7,2041,"Electra","2008-08-03T19:30:00.000Z"
3489,203,7,2041,"Avenue Q","2008-08-03T14:00:00.000Z"
5350,58,9,2041,"King Crimson","2008-08-03T19:00:00.000Z"
6444,30,9,2041,"Sara Bareilles","2008-08-03T14:00:00.000Z"
7631,58,9,2041,"Ray Lamontagne","2008-08-03T14:00:00.000Z"
8289,107,9,2041,"Zucchero","2008-08-03T14:00:00.000Z"
4906,117,9,2042,"Carrie Underwood","2008-08-04T19:30:00.000Z"
2085,225,7,2043,"Spring Awakening","2008-08-05T19:00:00.000Z"
4738,80,9,2043,"Ben Harper","2008-08-05T14:30:00.000Z"
7359,26,9,2043,"King Crimson","2008-08-05T14:00:00.000Z"
7067,53,9,2044,"Linda Eder","2008-08-06T19:00:00.000Z"
7551,90,9,2044,"Hot Tuna","2008-08-06T19:00:00.000Z"
531,219,6,2045,"Pal Joey","2008-08-07T14:00:00.000Z"
593,214,6,2045,"Jersey Boys","2008-08-07T19:00:00.000Z"
696,220,6,2045,"Chicago","2008-08-07T19:00:00.000Z"
5179,90,9,2045,"Daughtry","2008-08-07T15:00:00.000Z"
3833,88,9,2046,"Marc Anthony","2008-08-08T14:30:00.000Z"
5389,68,9,2046,"Shakira","2008-08-08T14:00:00.000Z"
88,304,8,2047,"Rigoletto","2008-08-09T15:00:00.000Z"
3721,230,7,2047,"The Country Girl","2008-08-09T19:30:00.000Z"
4717,78,9,2047,"Randy Travis","2008-08-09T15:00:00.000Z"
5782,54,9,2047,"Kenny Wayne Shepherd","2008-08-09T14:00:00.000Z"
8022,30,9,2047,"Jill Scott","2008-08-09T19:00:00.000Z"
8631,69,9,2047,"The Whigs","2008-08-09T19:00:00.000Z"
642,216,6,2048,"State Fair","2008-08-10T20:00:00.000Z"
3162,222,7,2048,"The Caretaker","2008-08-10T19:30:00.000Z"
7976,66,9,2048,"Cute Is What We Aim For","2008-08-10T19:00:00.000Z"
193,304,8,2049,"Il Trovatore","2008-08-11T14:00:00.000Z"
511,224,6,2049,"Memphis - The Birth of Rock n Roll","2008-08-11T14:00:00.000Z"
1619,254,6,2049,"Beatles LOVE","2008-08-11T15:00:00.000Z"
2059,228,7,2049,"A Man For All Seasons","2008-08-11T14:30:00.000Z"
3456,213,7,2049,"Young Frankenstein","2008-08-11T20:00:00.000Z"
4821,8,9,2049,"Dierks Bentley","2008-08-11T15:00:00.000Z"
5868,104,9,2049,"Wallflowers","2008-08-11T19:30:00.000Z"
8687,75,9,2049,"Michael Buble","2008-08-11T15:00:00.000Z"
2934,206,7,2050,"The Farnsworth Invention","2008-08-12T15:00:00.000Z"
4180,52,9,2050,"The Jesus and Mary Chain","2008-08-12T15:00:00.000Z"
6925,91,9,2050,"Sheryl Crow","2008-08-12T15:00:00.000Z"
7446,55,9,2050,"David Byrne","2008-08-12T19:30:00.000Z"
8224,89,9,2050,"Live","2008-08-12T19:00:00.000Z"
7709,126,9,2051,"Steely Dan","2008-08-13T19:30:00.000Z"
5471,55,9,2052,"Akon","2008-08-14T19:00:00.000Z"
4951,124,9,2053,"Jesse Lacey","2008-08-15T15:00:00.000Z"
7287,130,9,2053,"Umphreys McGee","2008-08-15T15:00:00.000Z"
2317,220,7,2054,"Our Town","2008-08-16T15:00:00.000Z"
4326,33,9,2054,"Los Temerarios","2008-08-16T19:30:00.000Z"
5014,45,9,2054,"Counting Crows","2008-08-16T19:00:00.000Z"
6124,85,9,2054,"Joe Satriani","2008-08-16T19:00:00.000Z"
8167,127,9,2054,"Wallflowers","2008-08-16T15:00:00.000Z"
3415,245,7,2055,"Spring Awakening","2008-08-17T14:00:00.000Z"
5054,130,9,2055,"Snoop Dogg","2008-08-17T19:00:00.000Z"
6933,80,9,2055,"Dandy Warhols","2008-08-17T19:00:00.000Z"
8258,34,9,2055,"Jill Scott","2008-08-17T15:00:00.000Z"
8398,58,9,2055,"Tina Turner","2008-08-17T19:00:00.000Z"
3344,217,7,2056,"Spring Awakening","2008-08-18T14:30:00.000Z"
7073,110,9,2056,"Tina Turner","2008-08-18T15:00:00.000Z"
8223,10,9,2056,"Zappa Plays Zappa","2008-08-18T15:00:00.000Z"
2083,237,7,2057,"Macbeth","2008-08-19T14:30:00.000Z"
8178,96,9,2057,"Jim Brickman","2008-08-19T19:00:00.000Z"
36,304,8,2058,"The Magic Flute","2008-08-20T20:00:00.000Z"
152,305,8,2058,"The Birds (Die Vogel)","2008-08-20T19:00:00.000Z"
599,233,6,2058,"Mamma Mia!","2008-08-20T19:00:00.000Z"
705,243,6,2058,"Chicago","2008-08-20T19:00:00.000Z"
1381,243,6,2058,"The Little Mermaid","2008-08-20T15:00:00.000Z"
2139,228,7,2058,"Hedda Gabler","2008-08-20T19:30:00.000Z"
2810,217,7,2058,"The Country Girl","2008-08-20T14:30:00.000Z"
4931,40,9,2059,"Ben Harper","2008-08-21T14:00:00.000Z"
6267,50,9,2059,"Steve Winwood","2008-08-21T14:00:00.000Z"
8136,61,9,2059,"Iggy and the Stooges","2008-08-21T14:00:00.000Z"
2773,217,7,2060,"A Tale of Two Cities","2008-08-22T14:00:00.000Z"
4493,116,9,2060,"Flogging Molly","2008-08-22T14:30:00.000Z"
8394,117,9,2060,"Voodoo Music Experience","2008-08-22T14:00:00.000Z"
828,201,6,2061,"Oliver!","2008-08-23T19:00:00.000Z"
1141,222,6,2061,"High Society","2008-08-23T19:00:00.000Z"
3099,231,7,2061,"The Farnsworth Invention","2008-08-23T19:00:00.000Z"
4465,16,9,2061,"Lynyrd Skynyrd","2008-08-23T20:00:00.000Z"
4972,30,9,2061,"Led Zeppelin","2008-08-23T14:00:00.000Z"
6683,68,9,2061,"Serj Tankian","2008-08-23T15:00:00.000Z"
7006,90,9,2061,"Dolly Parton","2008-08-23T19:30:00.000Z"
8515,25,9,2061,"Bonnie Raitt","2008-08-23T14:00:00.000Z"
1128,225,6,2062,"The King and I","2008-08-24T20:00:00.000Z"
4300,48,9,2063,"Keb Mo","2008-08-25T19:30:00.000Z"
5945,19,9,2063,"Rock the Bells","2008-08-25T19:00:00.000Z"
6542,47,9,2063,"Vince Gill","2008-08-25T19:30:00.000Z"
7310,125,9,2063,"Iron and Wine","2008-08-25T14:00:00.000Z"
186,307,8,2064,"La Sonnambula","2008-08-26T14:00:00.000Z"
1630,257,6,2064,"Mystere Cirque du Soleil","2008-08-26T14:00:00.000Z"
1887,201,7,2064,"Oedipus the King","2008-08-26T14:30:00.000Z"
4631,86,9,2064,"Jessica Simpson","2008-08-26T19:30:00.000Z"
5342,5,9,2064,"Dickey Betts and Great Southern","2008-08-26T19:30:00.000Z"
5663,106,9,2064,"Tailgate 2008","2008-08-26T14:00:00.000Z"
7216,122,9,2064,"Gwen Stefani","2008-08-26T15:00:00.000Z"
7724,61,9,2064,"David Sanborn","2008-08-26T19:30:00.000Z"
7742,14,9,2064,"Kid Rock","2008-08-26T15:00:00.000Z"
7911,35,9,2064,"Alan Jackson","2008-08-26T19:30:00.000Z"
78,300,8,2065,"La Damnation de Faust","2008-08-27T20:00:00.000Z"
499,309,8,2065,"La Sonnambula","2008-08-27T14:30:00.000Z"
3096,208,7,2065,"Julius Caesar","2008-08-27T14:30:00.000Z"
869,226,6,2066,"Dirty Dancing","2008-08-28T20:00:00.000Z"
988,218,6,2066,"Spamalot","2008-08-28T19:30:00.000Z"
3376,245,7,2066,"Young Frankenstein","2008-08-28T14:00:00.000Z"
6596,105,9,2066,"Brand New","2008-08-28T19:30:00.000Z"
7635,112,9,2066,"Boz Scaggs","2008-08-28T14:00:00.000Z"
2322,238,7,2067,"Othello","2008-08-29T20:00:00.000Z"
3907,64,9,2067,"Brian McKnight","2008-08-29T14:00:00.000Z"
5833,70,9,2067,"Live","2008-08-29T14:00:00.000Z"
1875,230,7,2069,"Cirque du Soleil","2008-08-31T19:00:00.000Z"
1961,235,7,2069,"Rock 'n' Roll","2008-08-31T15:00:00.000Z"
2655,241,7,2069,"Uncle Vanya","2008-08-31T19:00:00.000Z"
5671,78,9,2069,"Fiction Plane","2008-08-31T14:00:00.000Z"
6203,109,9,2069,"Ben Harper","2008-08-31T19:00:00.000Z"
6236,2,9,2069,"Wyclef Jean","2008-08-31T14:00:00.000Z"
7615,104,9,2069,"Hall and Oates","2008-08-31T15:00:00.000Z"
98,308,8,2070,"Rigoletto","2008-09-01T14:30:00.000Z"
1072,236,6,2070,"Grease","2008-09-01T19:00:00.000Z"
2679,219,7,2070,"The Caucasian Chalk Circle","2008-09-01T19:00:00.000Z"
1004,233,6,2071,"Grease","2008-09-02T19:00:00.000Z"
8510,9,9,2071,"The National","2008-09-02T15:00:00.000Z"
1447,240,6,2072,"Curtains","2008-09-03T19:30:00.000Z"
3233,209,7,2072,"The Frogs","2008-09-03T14:00:00.000Z"
3416,249,7,2072,"King Lear","2008-09-03T15:00:00.000Z"
3439,248,7,2072,"Miss Julie","2008-09-03T19:30:00.000Z"
4174,80,9,2072,"Robert Plant and Alison Krauss","2008-09-03T14:30:00.000Z"
6197,95,9,2072,"Bullet for My Valentine","2008-09-03T14:00:00.000Z"
699,216,6,2073,"The Lion King","2008-09-04T14:30:00.000Z"
1043,218,6,2073,"Jersey Boys","2008-09-04T19:30:00.000Z"
2842,231,7,2073,"The Homecoming","2008-09-04T19:00:00.000Z"
3673,220,7,2073,"The Caretaker","2008-09-04T15:00:00.000Z"
4843,39,9,2073,"Chaka Khan","2008-09-04T19:00:00.000Z"
7609,103,9,2073,"War","2008-09-04T15:00:00.000Z"
7763,36,9,2073,"Bad Company","2008-09-04T14:00:00.000Z"
1388,213,6,2074,"Les Miserables","2008-09-05T14:00:00.000Z"
1430,238,6,2074,"Legally Blonde","2008-09-05T14:30:00.000Z"
2713,247,7,2074,"The Homecoming","2008-09-05T15:00:00.000Z"
3310,227,7,2074,"The Country Girl","2008-09-05T19:30:00.000Z"
4133,62,9,2074,"Christina Aguilera","2008-09-05T15:00:00.000Z"
872,219,6,2075,"High School Musical","2008-09-06T15:00:00.000Z"
4705,21,9,2075,"Dolly Parton","2008-09-06T14:00:00.000Z"
6255,99,9,2075,"Joan Baez","2008-09-06T14:00:00.000Z"
7698,58,9,2075,"John Prine","2008-09-06T15:00:00.000Z"
1322,210,6,2076,"High School Musical","2008-09-07T19:00:00.000Z"
1383,240,6,2076,"Mary Poppins","2008-09-07T15:00:00.000Z"
2682,243,7,2076,"Macbeth","2008-09-07T20:00:00.000Z"
2910,244,7,2076,"The Seagull","2008-09-07T14:00:00.000Z"
4818,114,9,2076,"Smashing Pumpkins","2008-09-07T15:00:00.000Z"
5115,42,9,2076,"Barenaked Ladies","2008-09-07T19:00:00.000Z"
7444,45,9,2076,"Lyle Lovett","2008-09-07T14:00:00.000Z"
1702,263,6,2077,"Mystere Cirque du Soleil","2008-09-08T20:00:00.000Z"
2731,217,7,2078,"Oedipus the King","2008-09-09T20:00:00.000Z"
3261,227,7,2078,"A Streetcar Named Desire","2008-09-09T19:30:00.000Z"
2219,249,7,2079,"Avenue Q","2008-09-10T14:00:00.000Z"
6082,109,9,2079,"Bryan Adams","2008-09-10T15:00:00.000Z"
7597,93,9,2079,"Smash Mouth","2008-09-10T15:00:00.000Z"
254,309,8,2080,"Cavalleria Rusticana and Pagliacci","2008-09-11T19:00:00.000Z"
1518,261,6,2080,"Zumanity","2008-09-11T19:00:00.000Z"
3939,52,9,2080,".38 Special","2008-09-11T19:30:00.000Z"
4017,79,9,2080,"Earth Wind and Fire","2008-09-11T14:00:00.000Z"
4799,50,9,2080,"Neil Diamond","2008-09-11T14:00:00.000Z"
1559,252,6,2081,"Spamalot","2008-09-12T15:00:00.000Z"
1596,251,6,2081,"Folies Bergere","2008-09-12T14:30:00.000Z"
3190,226,7,2081,"As You Like It","2008-09-12T14:30:00.000Z"
5539,1,9,2081,"Kenny Loggins","2008-09-12T14:00:00.000Z"
8201,25,9,2081,"Bryan Adams","2008-09-12T15:00:00.000Z"
8286,10,9,2081,"Dave Stewart","2008-09-12T19:00:00.000Z"
8414,18,9,2081,"Vampire Weekend","2008-09-12T19:00:00.000Z"
2443,229,7,2082,"Wicked","2008-09-13T19:30:00.000Z"
3757,222,7,2082,"The Seafarer","2008-09-13T20:00:00.000Z"
5171,100,9,2082,"Dixie Chicks","2008-09-13T19:00:00.000Z"
8327,26,9,2082,"Lynyrd Skynyrd","2008-09-13T14:00:00.000Z"
2578,222,7,2083,"As You Like It","2008-09-14T20:00:00.000Z"
1196,225,6,2084,"Dirty Dancing","2008-09-15T19:00:00.000Z"
2162,227,7,2084,"The Bacchae","2008-09-15T19:00:00.000Z"
2607,220,7,2084,"The Farnsworth Invention","2008-09-15T19:00:00.000Z"
3186,216,7,2084,"Cirque du Soleil","2008-09-15T14:00:00.000Z"
4076,120,9,2084,"Neville Brothers","2008-09-15T19:30:00.000Z"
4710,50,9,2084,"Marc Anthony","2008-09-15T14:30:00.000Z"
8142,93,9,2084,"Loretta Lynn","2008-09-15T15:00:00.000Z"
987,221,6,2085,"A Catered Affair","2008-09-16T15:00:00.000Z"
4409,103,9,2085,"Black Kids","2008-09-16T15:00:00.000Z"
4510,42,9,2085,"Poison","2008-09-16T19:30:00.000Z"
7193,61,9,2085,"Gwen Stefani","2008-09-16T14:00:00.000Z"
8269,25,9,2085,"John Mellencamp","2008-09-16T19:30:00.000Z"
1728,250,6,2086,"Beatles LOVE","2008-09-17T15:00:00.000Z"
4039,38,9,2086,"Ted Nugent","2008-09-17T14:30:00.000Z"
4213,84,9,2086,"Serj Tankian","2008-09-17T14:00:00.000Z"
540,239,6,2087,"Mamma Mia!","2008-09-18T14:30:00.000Z"
2126,224,7,2087,"A Man For All Seasons","2008-09-18T14:30:00.000Z"
3703,245,7,2087,"For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-09-18T15:00:00.000Z"
4629,111,9,2087,"Oliver Dragojevic","2008-09-18T14:00:00.000Z"
951,204,6,2088,"Mamma Mia!","2008-09-19T19:00:00.000Z"
4927,110,9,2088,"The Black Keys","2008-09-19T14:00:00.000Z"
7639,96,9,2088,"Blues Brothers","2008-09-19T15:00:00.000Z"
412,306,8,2089,"Gotterdammerung","2008-09-20T20:00:00.000Z"
758,220,6,2089,"The Lion King","2008-09-20T14:30:00.000Z"
6347,119,9,2089,"Seal","2008-09-20T19:00:00.000Z"
6462,78,9,2089,"Fab Faux","2008-09-20T14:00:00.000Z"
2027,238,7,2090,"A Bronx Tale","2008-09-21T14:00:00.000Z"
2186,226,7,2090,"Othello","2008-09-21T20:00:00.000Z"
2722,241,7,2090,"Endgame","2008-09-21T14:30:00.000Z"
4533,66,9,2090,"Wolf Parade","2008-09-21T15:00:00.000Z"
6760,26,9,2090,"The Who","2008-09-21T15:00:00.000Z"
1362,226,6,2091,"Grease","2008-09-22T14:30:00.000Z"
4979,30,9,2091,"Simple Plan","2008-09-22T15:00:00.000Z"
8015,121,9,2091,"Ana Gabriel","2008-09-22T15:00:00.000Z"
329,300,8,2092,"Siegfried","2008-09-23T19:30:00.000Z"
8018,118,9,2092,"Bruce Springsteen","2008-09-23T19:00:00.000Z"
929,219,6,2094,"Billy Elliot the Musical","2008-09-25T19:30:00.000Z"
4950,53,9,2094,"El Tri","2008-09-25T19:30:00.000Z"
7600,50,9,2094,"Jonny Lang","2008-09-25T14:00:00.000Z"
7866,69,9,2094,"Dave Stewart","2008-09-25T15:00:00.000Z"
7880,128,9,2094,"Black Kids","2008-09-25T15:00:00.000Z"
8165,15,9,2094,"Iron and Wine","2008-09-25T19:00:00.000Z"
105,304,8,2095,"Simon Boccanegra","2008-09-26T20:00:00.000Z"
5655,40,9,2095,"The Black Keys","2008-09-26T19:00:00.000Z"
8338,18,9,2095,"Daughtry","2008-09-26T15:00:00.000Z"
430,308,8,2096,"Siegfried","2008-09-27T20:00:00.000Z"
1629,250,6,2096,"Folies Bergere","2008-09-27T14:30:00.000Z"
4544,7,9,2096,"Jerry Jeff Walker","2008-09-27T19:30:00.000Z"
5832,65,9,2096,"Hot Tuna","2008-09-27T19:30:00.000Z"
7510,35,9,2096,"Crosby Stills Nash","2008-09-27T19:30:00.000Z"
486,302,8,2097,"The Birds (Die Vogel)","2008-09-28T19:00:00.000Z"
808,240,6,2097,"Mamma Mia!","2008-09-28T19:00:00.000Z"
4658,65,9,2097,"Jesse Lacey","2008-09-28T20:00:00.000Z"
6879,37,9,2097,"Kenny G","2008-09-28T19:00:00.000Z"
7113,39,9,2097,"Projekt Revolution","2008-09-28T19:30:00.000Z"
3908,74,9,2098,"Sound Tribe Sector 9","2008-09-29T14:00:00.000Z"
8065,128,9,2098,"Duran Duran","2008-09-29T15:00:00.000Z"
8705,92,9,2098,"Black Kids","2008-09-29T14:00:00.000Z"
427,301,8,2099,"Die Walkure","2008-09-30T14:30:00.000Z"
4835,18,9,2099,"Mike Gordon","2008-09-30T19:00:00.000Z"
5238,25,9,2099,"Idina Menzel","2008-09-30T19:30:00.000Z"
7090,63,9,2099,"Govt Mule","2008-09-30T14:00:00.000Z"
7679,97,9,2099,"Enrique Iglesias","2008-09-30T15:00:00.000Z"
1270,207,6,2100,"Hairspray","2008-10-01T14:30:00.000Z"
1889,249,7,2100,"Spring Awakening","2008-10-01T19:30:00.000Z"
2802,237,7,2100,"Waiting for Godot","2008-10-01T14:30:00.000Z"
8316,78,9,2100,"Little Big Town","2008-10-01T19:30:00.000Z"
8331,41,9,2100,"Yaz","2008-10-01T19:00:00.000Z"
1983,244,7,2101,"The Country Girl","2008-10-02T20:00:00.000Z"
4270,43,9,2101,"Ben Folds","2008-10-02T14:00:00.000Z"
4944,88,9,2101,"Creedence Clearwater Revisited","2008-10-02T14:00:00.000Z"
8742,90,9,2101,"Blake Shelton","2008-10-02T15:00:00.000Z"
55,301,8,2102,"La Traviata","2008-10-03T15:00:00.000Z"
621,203,6,2102,"Jersey Boys","2008-10-03T19:30:00.000Z"
2259,218,7,2102,"The Caretaker","2008-10-03T14:00:00.000Z"
2724,203,7,2102,"King Lear","2008-10-03T14:30:00.000Z"
5030,4,9,2102,"Bob Dylan","2008-10-03T19:30:00.000Z"
2480,246,7,2103,"Rock 'n' Roll","2008-10-04T20:00:00.000Z"
7233,76,9,2103,"Poison","2008-10-04T14:00:00.000Z"
4704,120,9,2104,"Dandy Warhols","2008-10-05T19:30:00.000Z"
6642,67,9,2104,"Linkin Park","2008-10-05T19:30:00.000Z"
7961,45,9,2104,"Cafe Tacuba","2008-10-05T19:30:00.000Z"
8637,129,9,2104,"Britney Spears","2008-10-05T19:30:00.000Z"
724,227,6,2105,"State Fair","2008-10-06T14:30:00.000Z"
1110,219,6,2105,"Chicago","2008-10-06T14:00:00.000Z"
1962,200,7,2105,"Romeo and Juliet","2008-10-06T19:00:00.000Z"
6397,64,9,2105,"Yaz","2008-10-06T19:00:00.000Z"
1407,213,6,2106,"High School Musical","2008-10-07T14:00:00.000Z"
4542,10,9,2106,"America","2008-10-07T19:00:00.000Z"
7632,15,9,2106,"Tony Bennett","2008-10-07T14:00:00.000Z"
7633,68,9,2106,"Broken Social Scene","2008-10-07T14:00:00.000Z"
7695,67,9,2106,"Hot Chip","2008-10-07T15:00:00.000Z"
7093,45,9,2107,"Wyclef Jean","2008-10-08T19:00:00.000Z"
8363,122,9,2107,"Iggy and the Stooges","2008-10-08T15:00:00.000Z"
503,221,6,2108,"Oliver!","2008-10-09T14:30:00.000Z"
